date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:04:09	795342/795342	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2009:55:28%20GMT	https://code.themepitcher.com/nogor/assets/images/project-8.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-8.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:09	500741/500741	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2019:40:52%20GMT	https://code.themepitcher.com/nogor/assets/images/project-6.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-6.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:09	1246269/1246269	---M--	200	added ('OK')	image/png	date:Sun,%2018%20May%202025%2012:59:58%20GMT	https://code.themepitcher.com/nogor/assets/images/faq-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/faq-2.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:09	6095/6095	---M--	200	added ('OK')	image/png	date:Mon,%2019%20May%202025%2007:10:56%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-20.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-20.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:09	5026/5026	---M--	200	added ('OK')	image/png	date:Mon,%2019%20May%202025%2007:49:54%20GMT	https://code.themepitcher.com/nogor/assets/images/popular-badge.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/popular-badge.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:09	78083/78083	---M--	200	added ('OK')	image/png	date:Mon,%2019%20May%202025%2008:53:44%20GMT	https://code.themepitcher.com/nogor/assets/images/team-bg.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/team-bg.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:09	3903/3903	---M--	200	added ('OK')	image/png	date:Mon,%2019%20May%202025%2014:16:58%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-21.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-21.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:10	185205/185205	---M--	200	added ('OK')	image/png	date:Mon,%2019%20May%202025%2015:56:04%20GMT	https://code.themepitcher.com/nogor/assets/images/footer-bg-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/footer-bg-2.png	(from https://code.themepitcher.com/nogor/home-2.html)
16:04:10	5058/5058	---M--	200	added ('OK')	image/png	date:Wed,%2021%20May%202025%2006:30:42%20GMT	https://code.themepitcher.com/nogor/assets/images/icon-22.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/icon-22.png	(from https://code.themepitcher.com/nogor/service.html)
16:04:11	661704/661704	---M--	200	added ('OK')	image/png	date:Tue,%2020%20May%202025%2016:15:18%20GMT	https://code.themepitcher.com/nogor/assets/images/breadcrumb-bg.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/breadcrumb-bg.png	(from https://code.themepitcher.com/nogor/service.html)
16:04:11	232455/232455	---M--	200	added ('OK')	image/png	date:Wed,%2021%20May%202025%2007:42:28%20GMT	https://code.themepitcher.com/nogor/assets/images/service-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/service-2.png	(from https://code.themepitcher.com/nogor/service-details.html)
16:04:11	539203/539203	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2019:39:20%20GMT	https://code.themepitcher.com/nogor/assets/images/project-1.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-1.png	(from https://code.themepitcher.com/nogor/project.html)
16:04:11	206311/206311	---M--	200	added ('OK')	image/png	date:Wed,%2021%20May%202025%2007:44:58%20GMT	https://code.themepitcher.com/nogor/assets/images/service-1.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/service-1.png	(from https://code.themepitcher.com/nogor/service-details.html)
16:04:11	572452/572452	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2019:39:22%20GMT	https://code.themepitcher.com/nogor/assets/images/project-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-2.png	(from https://code.themepitcher.com/nogor/project.html)
16:04:11	537993/537993	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2019:39:28%20GMT	https://code.themepitcher.com/nogor/assets/images/project-3.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-3.png	(from https://code.themepitcher.com/nogor/project.html)
16:04:12	609038/609038	---M--	200	added ('OK')	image/png	date:Fri,%2016%20May%202025%2019:39:36%20GMT	https://code.themepitcher.com/nogor/assets/images/project-4.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/project-4.png	(from https://code.themepitcher.com/nogor/project.html)
16:04:12	17406/17406	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2008:05:02%20GMT	https://code.themepitcher.com/nogor/assets/images/recent-post-1.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/recent-post-1.png	(from https://code.themepitcher.com/nogor/blog.html)
16:04:12	17426/17426	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2008:04:36%20GMT	https://code.themepitcher.com/nogor/assets/images/recent-post-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/recent-post-2.png	(from https://code.themepitcher.com/nogor/blog.html)
16:04:12	18962/18962	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2008:04:52%20GMT	https://code.themepitcher.com/nogor/assets/images/recent-post-3.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/recent-post-3.png	(from https://code.themepitcher.com/nogor/blog.html)
16:04:13	521698/521698	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2009:02:30%20GMT	https://code.themepitcher.com/nogor/assets/images/blog-details.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/blog-details.png	(from https://code.themepitcher.com/nogor/blog-details.html)
16:04:13	21604/21604	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2010:06:48%20GMT	https://code.themepitcher.com/nogor/assets/images/author-1.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/author-1.png	(from https://code.themepitcher.com/nogor/blog-details.html)
16:04:13	16394/16394	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2010:06:54%20GMT	https://code.themepitcher.com/nogor/assets/images/author-2.png	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/author-2.png	(from https://code.themepitcher.com/nogor/blog-details.html)
16:04:14	359047/359047	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Jul%202025%2010:31:14%20GMT	https://code.themepitcher.com/nogor/assets/images/team-1.jpg	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/team-1.jpg	(from https://code.themepitcher.com/nogor/team.html)
16:04:14	418473/418473	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Jul%202025%2010:50:54%20GMT	https://code.themepitcher.com/nogor/assets/images/team-3.jpg	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/team-3.jpg	(from https://code.themepitcher.com/nogor/team.html)
16:04:14	379559/379559	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Jul%202025%2010:32:16%20GMT	https://code.themepitcher.com/nogor/assets/images/team-2.jpg	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/team-2.jpg	(from https://code.themepitcher.com/nogor/team.html)
16:04:14	454853/454853	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Jul%202025%2010:52:54%20GMT	https://code.themepitcher.com/nogor/assets/images/team-5.jpg	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/team-5.jpg	(from https://code.themepitcher.com/nogor/team.html)
16:04:15	385028/385028	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Jul%202025%2010:30:16%20GMT	https://code.themepitcher.com/nogor/assets/images/team-6.jpg	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/team-6.jpg	(from https://code.themepitcher.com/nogor/team.html)
16:04:15	390008/390008	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Jul%202025%2010:51:54%20GMT	https://code.themepitcher.com/nogor/assets/images/team-4.jpg	D:/Code/git/CloneWeb/nogor/code.themepitcher.com/nogor/assets/images/team-4.jpg	(from https://code.themepitcher.com/nogor/team.html)
